Similarity_Score,Text1,Text2,Group,Date1,Date2,Publisher1,Publisher2,ID1,ID2,proper_nouns1,proper_nouns2,keywords1,keywords2
0.7173015,"Het geheim voor een mooi leven; Het geheim voor een mooi leven Frits de Lange De laatste fase van je leven kan nog wel dertig jaar duren. Foto Jos Schuurman Hummie van der Tonnekreek. Foto Matty van Wijnbergen Yoga is een van de populaire bezigheden waardoor ouderen zich vitaal blijven voelen. Foto 123RF Oude dag Hoogleraar ethiek Wijs worden, dat kunnen we allemaal Aan de vooravond van zijn pensioen zag Frits de Lange al op tegen de ouderdom. Niet aantrekkelijk het is of aftakelen en verlies, of krampachtig jong blijven. Hij cre erde een derde optie Wijs worden, dat is voor iedereen weggelegd. En hij past ervoor om opzij te gaan voor de jonkies. Marie-Thérèse Roosendaal Door de jaren heen schreef Frits de Lange veel over wat het betekent om oud te worden. Of te zijn. Nu, met zijn pensionering voor de deur, keek de hoogleraar ethiek aan de Protestantse Theologische Universiteit Groningen daar met nieuwe ogen naar. Hij bedacht dat het geheim van een mooie tweede levenshelft schuilt in wijsheid. Zoom uit! Kijk over je ego heen. Ik ben een prille 65-plusser, ik noem het zelf oudere-in-opleiding. Jong en vitaal Alleen maar na-sudderen.","Meeste partijen maken vliegen paar honderd miljoen euro duurder; Vliegen moet duurder worden, vinden de meeste politieke partijen die hun verkiezingsprogramma hebben laten doorrekenen door het Centraal Planbureau CPB. Een handvol partijen wil via de autobelastingen minder of groener rijden stimuleren. De plannen om vliegen duurder te maken vari ren van een verdubbeling van de vliegbelasting bij het CDA, tot een combinatie van een gedifferentieerde vliegtaks en een CO₂-heffing voor luchtvaartmaatschappijen bij D66. Alleen VVD en 50Plus laten de luchtvaartindustrie helemaal met rust. Volgens de doorrekening van het CPB draait vooral het bedrijfsleven op voor het duurdere vliegticket. Korte en lange vluchten Sinds 1 januari betalen passagiers die vertrekken vanaf een Nederlandse luchthaven een heffing van € 7,85. De verdubbeling die het CDA voorstelt leidt voor gezinnen tot een verwaarloosbare lastenverzwaring, aldus het CPB. Bedrijven zijn per jaar € 100 mln extra kwijt aan vliegen. D66 wil het tarief voor korte vluchten verhogen naar € 20 en voor lange vluchten naar € 15. Ook vinden de democraten dat overstappende passagiers niet moeten worden uitgezonderd van de vliegtaks. Bescheiden begin Zo'n gedragseffect brengt het planbureau wel in kaart voor de kilometerheffing.",high,2021-03-01 00:00:00,2021-03-01 00:00:00,De Telegraaf,Het Financieele Dagblad,3286379,3290589,"Frits de, Jos Schuurman, Frits de Lange, Marie-Thérèse Roosendaal, Frits de Lange, Jong","miljoen euro duurder, Centraal Planbureau CPB, CDA, D66, CPB, Korte, CDA, CPB, D66","['ethiek', 'tonnekreek', 'aftakelen', 'roosendaal', 'plusser']","['lastenverzwaring', 'autobelastingen', 'kilometerheffing', 'vliegbelasting', 'gedifferentieerde']"
0.84501296,"Volgens helft FVD-kiezers is corona een complot; De helft van de Forum voor Democratie-kiezers denkt dat het coronavirus is ontwikkeld om burgers wereldwijd te onderdrukken. Dat blijkt uit onderzoek van Ipsos, in opdracht van Nieuwsuur. 51 procent denkt dat het coronavirus een biologisch wapen is dat in een laboratorium is ontwikkeld. De gemiddelde Nederlander en stemmers op andere partijen delen die opvattingen niet. Onder alle Nederlanders gelooft 11 procent dat het virus bewust is ontwikkeld en 13 procent dat het een biologisch wapen is.","'Woningtekort niet opgelost met deze verkiezingsprogramma's'; De plannen voor de woningmarkt van meerdere politieke partijen verschillen maar weinig en lossen het woningtekort niet op. Dat concludeert het Planbureau voor de Leefomgeving PBL in zijn doorrekeningen van de partijprogramma's voor de komende verkiezingen. Het wijst erop dat experts vanuit allerlei hoeken erop wijzen dat er geen silver bullet is die het probleem oplost. Het PBL keek dit jaar voor het eerst naar de plannen voor de woningmarkt, een belangrijk thema deze verkiezingen. Er blijken weinig verschillen te zijn in de maatregelen die de zes onderzochte partijen voorstellen. Bovendien zal er met de voorstellen aan het einde van de komende kabinetsperiode nog altijd een woningtekort zijn, constateert het Planbureau. Volgens het PBL sluiten veel voorstellen voor de woningmarkt aan bij het huidige beleid of zijn ze al beleid. Ze vormen geen trendbreuk met het verleden. Sommige partijen willen een aparte minister die geheel verantwoordelijk is voor het woningaanbod, maar wat die minister anders moet gaan doen dan nu blijft onduidelijk Vooralsnog kan eigenlijk alles wat de partijen wensen, ook binnen de bestaande kaders worden gerealiseerd daar is geen aparte minister voor nodig.",high,2021-02-28 09:25:32,2021-03-01 10:59:13,NU.nl,NOS nieuws,3288497,3287446,"Forum voor Democratie-kiezers, Ipsos","Planbureau voor de Leefomgeving, PBL, PBL, Planbureau, PBL, Vooralsnog","['ipsos', 'coronavirus', 'nieuwsuur', 'nederlanders', 'opvattingen']","['doorrekeningen', 'woningaanbod', 'verkiezingsprogramma', 'leefomgeving', 'woningtekort']"
0.6880753,"Recht op reparatie van apparatuur komt steeds dichterbij; Philip Leenman 68 wijst naar een Senseo . Het koffiezetapparaat van Philips staat in half gedemonteerde toestand op de werkbank in zijn werkkamer in Naarden. Voor het ongeoefende oog valt er weinig te zien aan het binnenste van het apparaat, maar Leenman weet precies wat er mis is. In dit geval betreft het de boiler om het water op temperatuur te brengen. Als het verwarmingselement wordt aangezet terwijl er geen water in zit, gaat het binnen zes seconden stuk, zegt de gepensioneerde ICT-er. Een kapot huishoudelijk apparaat belandt vaak bij het afval, omdat de kosten van reparatie door een professionele reparateur niet in verhouding staan tot de prijs van een nieuwe. Zonde, stelt het al in 2009 opgerichte Repair Caf. Hier zetten dan ook duizenden vrijwilligers zich in om huis-tuin-en-keukenspullen te repareren. Onder wie Leenman. Repair Caf s Normaliter komen consumenten langs bij de Repair Caf s, waar vrijwilligers de kapotte spullen beoordelen en indien mogelijk ter plaatse repareren. Maar vanwege het coronavirus werken ook de reparateurs vanuit huis. Inmiddels zijn er in Nederland meer dan 500 Repair Caf s. Het concept is zelfs internationaal, er zijn inmiddels Repair Caf s.","Lezersreacties; Vertaling Als schrijfster kan Marieke Lucas Rijneveld zich als geen ander inleven in een ander. Tot mijn verdriet geeft ze de opdracht terug voor de vertaling van het beroemd geworden gedicht The Hill We Climb Trouw, 27 februari. Uitgever, laat haar de vertaling afmaken, want ze is er al lang mee verbonden in haar hoofd of op papier. En zet een tweede kandidaat naast haar. Geef beide vertalingen naast elkaar uit en de lezer beslist welke gekozen wordt. Laten we nooit iemand buitensluiten om kleur, ras, etniciteit of wat dan ook. Toos Scheffer Tytsjerk Smet? Geen grote kop op de voorpagina nu de rechter in hoger beroep de regering alsnog in het gelijk stelt over de avondklok Trouw, 27 februari. En geen excuses voor eerdere artikelen waarin op basis van de uitspraak van de voorzieningenrechter die Viruswaarheid in het gelijk stelde, werd gesproken van de smet op het blazoen van Rutte. In plaats daarvan een wat weggestopt bericht over het hoger beroep. Frank Hendriks Nijmegen Kaag Dank voor het mooie interview met D66-lijsttrekker Sigrid Kaag Trouw, 27 februari.",medium,2021-02-28 00:00:00,2021-03-01 00:00:00,Het Financieele Dagblad,Trouw,3290681,3285370,"Philip Leenman, Philips, Leenman, Caf, Leenman, Caf s Normaliter, Repair Caf s","Lucas Rijneveld, Scheffer Tytsjerk Smet, Frank Hendriks, Sigrid Kaag Trouw","['verwarmingselement', 'reparateurs', 'koffiezetapparaat', 'reparateur', 'boiler']","['tytsjerk', 'scheffer', 'lezersreacties', 'alsnog', 'viruswaarheid']"
0.7647214,"Meeste partijen willen hoger minimumloon, maar leggen rekening verschillend neer; Bijna alle partijen willen het wettelijk minimumloon verhogen, maar niet in dezelfde mate en niet op dezelfde manier. Zo laten VVD en CDA de aan het minimumloon gekoppelde WW- en bijstandsuitkeringen niet meestijgen en D66 en de ChristenUnie slechts gedeeltelijk. Daardoor lopen de kosten van de maatregel sterk uiteen van € 0,3 mrd bij het CDA tot € 12,8 mrd bij de SP, zo heeft het Centraal Planbureau CPB uitgerekend. Behalve via uitkeringen is de overheid extra geld kwijt als werkgever. Ook hogere loonkosten bij zorg instellingen komen bij de overheid terecht, al zijn de extra lasten minder groot dan in het bedrijfsleven. In de collectieve sector krijgt 3% van het personeel het minimumloon. In de marktsector is dat 6%. Als het minimumloon omhooggaat, stijgen de lonen die daar vlak boven zitten ook. Uurloon Iedere volwassen werknemer heeft nu recht op een minimumloon van € 1684,80 per maand. Dit bedrag stijgt mee met de gemiddelde stijging van de cao-lonen. Het is nu niet goed terug te rekenen naar een uurloon. VVD, GroenLinks, 50PlusS en Denk blijven uitgaan van het maandloon.","Wekdienst 1/3: Verkiezingsprogramma's doorgerekend • Mbo-studenten naar school; Goedemorgen ! De verkiezingsprogramma's zijn doorgerekend, wat komt daar uit? En mbo-studenten en middelbare scholieren mogen vanaf vandaag weer naar school. Het weer vanochtend start de dag op veel plaatsen grijs met mist en lage bewolking. In de loop van de dag breekt de zon soms door, maar het noorden houdt lang last van hardnekkige wolkenvelden. De temperatuur ligt tussen 8 graden in het noorden en 12 graden in het zuidoosten. Daarbij staat een zwakke tot matige oostelijke wind. Later op de dag en in de nacht is het vooral in het noorden weer grijs. In het zuiden kunnen mistbanken ontstaan bij temperaturen rond het vriespunt. Ga je de weg op? Hier vind je het overzicht van de werkzaamheden. Check hier de dienstregeling voor het spoor. Wat kun je vandaag verwachten? Het Centraal Planbureau en Planbureau voor de Leefomgeving presenteren hun analyse en doorrekening van de verkiezingsprogramma's wat zijn de gevolgen voor de overheidsfinanci n en voor de klimaatdoelen? Alle mbo-studenten mogen vandaag weer n dag per week naar school voor lessen. Ook middelbare scholen gaan weer fysiek lesgeven. FvD-leider Baudet is de eerste.",high,2021-03-01 00:00:00,2021-03-01 07:00:58,Het Financieele Dagblad,NOS nieuws,3290622,6290568,"VVD, CDA, D66, ChristenUnie, CDA, SP, VVD, GroenLinks","Planbureau, Baudet","['bijstandsuitkeringen', '50pluss', 'maandloon', 'uurloon', 'mrd']","['wolkenvelden', 'klimaatdoelen', 'vriespunt', 'verkiezingsprogramma', 'leefomgeving']"
0.84934074,"Planbureau: vertrek bedrijven reëel risico bij ambitieuze klimaatplannen; De scherpere milieuregels voor de industrie waarmee politieke partijen klimaatwinst hopen te boeken, leiden tot re le risico's dat bedrijven uit Nederland vertrekken. De mondiale broeikasgasuitstoot wordt dan nauwelijks minder. Daarvoor waarschuwt het Planbureau voor de Leefomgeving PBL maandag. De kans op dit zogeheten weglekeffect is het grootst bij de klimaatvoorstellen die de SP, GroenLinks, D66 en in mindere mate de PvdA doen, zegt het PBL. Bij de ChristenUnie en het CDA speelt dit risico minder. Het PBL heeft de verkiezingsprogramma's van deze politieke partijen geanalyseerd op effecten voor klimaat en milieu. De resultaten daarvan werden maandagochtend gepresenteerd. Het PBL rekent dit door op verzoek van de partijen zelf. De grote afwezige was de VVD, die het klimaatdeel van zijn partijprogramma niet liet doorrekenen. In industrie meeste klimaatwinst Uit de analyse blijkt dat alle politieke partijen grote klimaatwinst hopen te halen in de industri le sector. De vermeden uitstoot in 2030 is daar dan ook het grootst met 16 miljoen ton CO2 in de CDA-plannen tot 32 miljoen ton CO2 in de GroenLinks-plannen.","Forum voor Democratie Jacht  op extra stemmen; Waar andere partijen zich nauwelijks op straat wagen toert Forum voor Democratie stad en land af. Die optredens trekken niet alleen de aandacht van kiezers het Openbaar Ministerie kijkt inmiddels of Baudets campagneteam niet op grote schaal de coronaregels geschonden heeft. Zo werden bij een bezoek aan Urk volgens getuigen honderden handen geschud. En dan was er nog de volmacht-rel. In een live-uitzending riep Baudet donderdag zijn kijkers op zoveel mogelijk stemmen per volmacht te regelen. Om de besmettingskansen te verkleinen mogen kiezers dit jaar niet twee maar drie volmachtsstemmen uitbrengen. Een persoon kan vier keer stemmen eigenlijk, als je maar die volmachten kunt regelen, aldus Baudet, en dat was een enorme kans. Ho, zei het ministerie van Binnenlandse Zaken dat is niet de bedoeling en mag helemaal niet. Daar leek het campagneteam van Forum toen al achter gekomen de suggestie om stemmen te regelen was door de partij schielijk uit het filmpje van Baudet geknipt. Aan een ander standpunt houdt Baudet wel openlijk vast de grote kans op verkiezingsfraude. Door anderen, uiteraard.",high,2021-03-01 00:00:00,2021-03-01 00:00:00,Het Financieele Dagblad,NRC Handelsblad,3290604,3285634,"Planbureau, Planbureau voor de Leefomgeving, PBL, SP, GroenLinks, D66, PvdA, PBL, ChristenUnie, CDA, PBL, PBL, VVD","Forum voor Democratie, Forum voor Democratie, Ministerie kijkt, Urk, Baudet, Baudet, Baudet, Baudet","['broeikasgasuitstoot', 'klimaatwinst', 'leefomgeving', 'milieuregels', 'zogeheten']","['besmettingskansen', 'volmachtsstemmen', 'schielijk', 'volmachten', 'baudets']"
0.82705295,"FvD'ers houden afstand in Oss, maar ondernemers voelen toch ongemak; Forum voor Democratie-leider Baudet hield vanochtend een verkiezingsbijeenkomst in Oss en haalde daar zoals vaker hard uit naar het coronabeleid van het kabinet. Waar het in Urk mis leek te gaan en Baudet en zijn aanhangers zich niet aan de coronaregels hielden, bleven de zo'n 150 aanwezigen nu op voldoende afstand van elkaar. Ook al zijn verkiezingsmanifestaties toegestaan, burgemeester Wobine Buijs-Glaudemans van Oss houdt toch een ongemakkelijk gevoel over aan de bijeenkomst. De uitbundigheid van de manifestatie voelt niet goed in relatie tot onze dagelijkse covid-werkelijkheid, zegt ze tegen Omroep Brabant. Het voelt als een dikke middelvinger naar de ondernemers, reageert Wouter Weeberg van het centrummanagement Oss. Het is gewoon een klein evenement en als dat dan op anderhalve meter met lijnen en kruizen toch mag, waarom mogen horecazaken dan niet de terrassen buiten hebben staan op voldoende afstand? Baudet trok al snel weer door. In de middag stond zijn verkiezingskaravaan in Den Bosch.","De doorrekening van de verkiezingsprogramma's, waar moet je op letten?; Welke partij trekt het meeste geld uit voor onderwijs ? Welk effect hebben de plannen van partijen op de overheidsfinanci n? Welke partijen halen de klimaatdoelen en wie betaalt die rekening? Ook deze verkiezingen komen het Centraal Planbureau en Planbureau voor de Leefomgeving met een doorrekening van de verkiezingsprogramma's. Die presenteren ze vandaag om 10.30 uur. De persconferentie is live te volgen op NOS.nl. Wat berekenen ze? De doorrekeningen geven inzicht in waar politieke partijen echt geld voor willen uittrekken, hoe ze hun beloftes waarmaken en wat de langetermijneffecten van hun plannen zijn. Waar partijen in verkiezingsprogramma's kiezers nog kunnen bedienen van vage termen als vergroening, duurzaamheid of een eerlijker systeem, moeten ze aan de planbureaus concreet laten weten hoe ze dat daadwerkelijk willen bereiken. Dat is een proces van maanden waarin de partijen steeds aanvullende vragen van de bureaus beantwoorden. Met de doorrekeningen in de hand kunnen kiezers de partijprogramma's beter vergelijken. De investeringen en effecten van alle plannen, die totaal verschillend kunnen zijn, worden allemaal op dezelfde manier doorgerekend. Zo valt straks te lezen waar partijen het meeste geld aan willen uitgeven.",high,2021-02-27 15:58:15,2021-03-01 07:12:10,NOS liveblog,NOS nieuws,3287536,3287458,"Baudet, Baudet, Wobine Buijs-Glaudemans van Oss, Wouter Weeberg, Baudet",Planbureau,"['verkiezingsmanifestaties', 'verkiezingskaravaan', 'verkiezingsbijeenkomst', 'glaudemans', 'baudet']","['klimaatdoelen', 'doorrekeningen', 'verkiezingsprogramma', 'leefomgeving', 'waarmaken']"
0.83461595,"Ed Nijpels: 'VVD had klimaatplannen moeten laten doorrekenen'; VVD-coryfee en voorzitter van het Klimaatberaad Ed Nijpels vindt het een gemiste kans dat zijn partij de klimaatparagraaf van haar verkiezingsprogramma niet heeft laten doorrekenen door het PBL. Andere grote politieke partijen deden dat wel. Wij hebben al in 2013 tijdens de onderhandelingen voor het Energieakkoord besloten dat het PBL onze onafhankelijke rekenmeester is, of de uitslag ons nou bevalt of niet, zegt Nijpels tegen het FD. Soms pakt de uitslag goed uit en soms slecht. Er mag niet getwijfeld worden aan die onafhankelijkheid. Het is jammer dat de VVD het verkiezingsprogramma niet gewoon aan het PBL heeft gegeven, ook voor de kiezer is dat noodzakelijk. Het PBL rekende het Klimaatakkoord, dat in 2019 werd gesloten door politiek en maatschappelijke organisaties, al door. Voor de VVD is dat reden om af te zien van een doorrekening van de klimaatparagraaf in het eigen verkiezingsprogramma, zei premier Mark Rutte zondagavond tijdens een tv-debat van RTL Nieuws. Voor Nijpels kwam het besluit van zijn partij als een verrassing. Het was sterker geweest als ze dit wel had gedaan. Hier deed de VVD wel aan mee.","Pittig RTL-debat over klimaat, discriminatie en corona, maar zonder 'gamechanger'; De zes partijen zijn in het RTL-verkiezingsdebat een aantal keer stevig met elkaar in botsing gekomen. D66-leider Kaag viel uit naar PVV-leider Wilders over discriminatie en Zwarte Piet. GroenLinks-leider Klaver vond dat VVD-leider Rutte niet eerlijk was over kernenergie. Ook zei CDA-leider Hoekstra dat hij Rutte echt ongeloofwaardig vond toen hij had gezegd dat ook de VVD vond dat de rijksten meer belasting moesten betalen. U heeft het hardst gevochten voor de slechtste onderwerpen, aldus Hoekstra. Rutte was het er niet mee eens. Het beleid hebben we met elkaar gedaan. Voorrang gevaccineerden Kaag kreeg in het debat geen enkele bijval met haar plan om gevaccineerden voorrang te geven bij het loslaten van de coronamaatregelen, zoals ze gisteren voorstelde. PVV-lijsttrekker Wilders en SP-lijsttrekker Marijnissen zijn tegen voordeeltjes voor gevaccineerden en dwang of drang naar burgers toe. Marijnissen zegt dat dat leidt tot een tweedeling in de samenleving, terwijl burgers niet de keus hebben om zich snel te laten vaccineren. VVD-lijsttrekker Rutte is ook tegen, omdat het nog niet duidelijk is of mensen die zijn inge nt niet toch het virus verspreiden.",high,2021-03-01 00:00:00,2021-03-01 01:19:49,Het Financieele Dagblad,NOS nieuws,3290593,6290574,"Ed Nijpels, VVD, Klimaatberaad Ed Nijpels, PBL, PBL, PBL, PBL, VVD, Mark Rutte, RTL Nieuws, VVD","Wilders, Zwarte Piet, VVD, Wilders, Marijnissen, Marijnissen","['coryfee', 'klimaatparagraaf', 'klimaatberaad', 'klimaatakkoord', 'verkiezingsprogramma']","['gevaccineerden', 'gamechanger', 'coronamaatregelen', 'verkiezingsdebat', 'marijnissen']"
0.86724216,"Alle pijlen zijn gericht op Rutte in RTL-debat; Reportage verkiezingscampagne Alles op Rutte, dat is de stilzwijgende afspraak waaraan al diens opponenten zich in deze campagne tot dusver houden. Na het lijsttrekkersdebat van Radio 1 en het running mate-debat is ook het premiersdebat van RTL het eerste grote tv-debat van deze verkiezingen een meertrapsaanval op de minister-president, die graag aan zijn vierde termijn zou beginnen. De tactiek van de VVD tekent zich scherper af bouw zo min mogelijk profiel op, pareer aanvallen met verzoenende reacties en blijf dichtbij de kernboodschap gelieve de premier te koesteren die het land door de coronacrisis leidt. Een ruimte die hij pakt als het aan het eind van het debat over vaccinatiebewijzen gaat We moeten verstandig blijven. De politiek moet niet op de stoel van artsen en verpleegkundigen gaan zitten, zeggen Sigrid Kaag D66 en Jesse Klaver GroenLinks op de vraag of de gewone zorg weer voorrang moet krijgen. Zo nemen ze meteen afstand van VVD en CDA, die eerder voor code zwart waarschuwden, en daarmee voor triage. Rutte springt soepel bij hen achterop. Of je nog wel naar de icwilt, dat zijn heel tere afwegingen, zegt hij.","De uitzending van 1 maart: Gasvrij duurder dan verwacht / IC's vol in Hoorn / Genomineerden Libris Literatuurprijs / Doorrekening verkiezingsprogramma's; Wat kost woning aardgasvrij maken ? Het gaat er deze campagne nog nauwelijks over, maar Nederland staat aan het begin van een ongekende verbouwing. Alle negen miljoen woningen en gebouwen moeten van het gas af, voor het klimaat. In de wijken waar men er als proef al mee begonnen is, is nu voor het eerst gedetailleerd gekeken naar het kostenplaatje. Die blijken veel hoger dan verwacht en zullen de komende jaren bovendien amper dalen. Nieuwsuur spreekt met de onderzoeker van het nieuwe rapport en ging naar het Friese Garijp waar ze de hoge kosten herkennen. IC's liggen vol in Hoorn Terwijl de roep om verdere versoepelingen hard klinkt, zijn de besmettingen in de veiligheidsregio Noord-Holland Noord juist heel erg toegenomen de afgelopen dagen, met name in Hoorn. In de eerste golf werd die regio niet hard getroffen, maar er werden gisteren 133 mensen positief getest. Minister de Jonge riep vandaag lijsttrekkers dan ook op behoedzaam te zijn met uitspraken over versoepelingen. Hij verwees daarbij naar de kop van Noord-Holland. We gaan langs in het Dijklander ziekenhuis en we spreken burgemeester Jan Nieuwenburg.",high,2021-03-01 00:00:00,2021-03-01 12:06:47,De Volkskrant,Nieuwsuur,3285226,6290579,"Radio 1, RTL, VVD, kernboodschap gelieve, Sigrid, D66, Jesse Klaver, GroenLinks, VVD, CDA","Friese Garijp, Noord-Holland Noord, Jan Nieuwenburg","['lijsttrekkersdebat', 'premiersdebat', 'pareer', 'icwilt', 'meertrapsaanval']","['nieuwenburg', 'gasvrij', 'besmettingen', 'aardgasvrij', 'versoepelingen']"
0.62938285,"Jozef Deleu: ‘Iets onder woorden brengen gaat sneller in een gedicht’; Wat maakt het leven de moeite waard ? Jozef Deleu 83, dichter, gedichtenverzamelaar en verbinder van de Vlaams-Nederlandse cultuur, ziet Nederland zelfzuchtiger worden. Na discussie geef je elkaar waar je recht op hebt. Mij hindert de hooghartigheid en dat toenemende gebrek aan generositeit.”,Hij is bejaard en mag niet ontvangen, zodat wij elkaar niet van aanschijn tot aanschijn kunnen ontmoeten, zegt Jozef Deleu. Maar aan de telefoon beschrijft hij graag het uitzicht door het grote raam van zijn werkkamer, op het zuiden, richting Frankrijk de grens loopt aan het eind van het weiland. Het is modderig, de sneeuw smelt. In de verte klimt het land een beetje en de lucht erboven is grauw. Lyrisch kan ik er niet over zijn, maar het blijft hier een leuke plek om te wonen. Hier is Rekkem, een dorp in West-Vlaanderen, halverwege het Belgische Kortrijk en het Franse Lille, letterlijk op de taalgrens. Deleu 83 schrijver, dichter, bloemlezer, uitgever, cultureel bestuurder woont en werkt er al zijn hele leven. Over deze serie We leven, zo goed en zo kwaad als het gaat.","De Jonge: lijsttrekkers moeten in campagne behoedzaam zijn over corona ; Minister De Jonge van Volksgezondheid vindt het logisch dat lijsttrekkers in de verkiezingscampagne spreken over wat ze graag zouden willen aan versoepelingen, maar hij vindt ook dat ze wel behoedzaam moeten zijn. Qua besmettingscijfers is de situatie nog steeds zorgelijk en er kan nu weinig, zegt De Jonge. Partijgenoot en CDA-lijsttrekker Hoekstra zei gisteren in het RTL-debat dat hij eerlijk moet zijn dat het nu niet kan, maar dat hij hoopt dat de terrassen snel open zijn. Het is logisch dat te hopen, zei De Jonge, maar zo snel als mogelijk is niet vandaag of morgen. Zo zijn er zorgen over de situatie in de kop van Noord-Holland waar erg veel pati nten zijn. In n regio code zwart ligt niet voor de hand, maar we moeten de pati nten goed tussen de regio's verdelen, zegt De Jonge. Maar we met moeten met zijn allen wel code zwart voorkomen.",medium,2021-03-01 00:00:00,2021-03-01 12:59:00,NRC Handelsblad,NOS liveblog,3285657,3287414,"Jozef Deleu, Jozef Deleu, Nederland zelfzuchtiger, Jozef Deleu, Lyrisch",Jonge van Volksgezondheid,"['vlaams', 'zelfzuchtiger', 'bejaard', 'rekkem', 'jozef']","['besmettingscijfers', 'rtl', 'holland', 'versoepelingen', 'pati']"
0.7581439,"'Schrikbarende' lastenverzwaring op komst voor bedrijfsleven; Bedrijven schrikken van de lastenverzwaringen die een nieuwe coalitie van welke signatuur ook in petto heeft. Uit doorrekeningen van het Centraal Planbureau CPB blijkt dat alle partijen extra uitgaven willen financieren door vermogen en winst zwaarder te belasten. Werkgeversorganisatie VNO-NCW waarschuwt dat investeringen daardoor in het gedrang komen. De PvdA gaat het verst, met bijna € 42 mrd aan lastenverzwaringen. De huidige favoriet van de kiezer, de VVD van Mark Rutte, komt ook met een extra rekening van € 3,6 mrd bovenop de € 2 mrd die al in het vat zat. Gemiddeld zou de huidige coalitie op bijna € 9 mrd lastenverzwaring uitkomen, doordat D66 en ChristenUnie de bedrijfslasten met respectievelijk € 15,4 mrd en € 11,4 mrd verhogen en het CDA met € 5,4 mrd. Schrikbarend en zorgelijk Schrikbarend, zegt VNO-NCW in een eerste reactie. En zorgelijk voor Nederland, want zo blijft er minder geld over om te investeren. Dit schaadt de creatie van nieuwe banen en investeringen in klimaat en innovatie, waarschuwen de werkgevers die al zwaar gebukt zeggen te gaan onder de coronacrisis en in te teren op reserves.","Podcast De Stemming: Verkiezingscampagne maakt nog weinig los bij kiezer; VVD-lijsttrekker Mark Rutte kwam niet lekker uit het RTL-verkiezingsdebat, constateren Joost Vullings en Xander van der Wulp in de nieuwe aflevering van De stemming van Vullings en Van der Wulp. Opvallend is dat er desondanks in de peilingen weinig beweging zit. Het CDA levert deze week wel vier zetels in, vertelt Gijs Rademaker van het EenVandaag Opiniepanel in de podcast. Maar de VVD stabiliseert nu, nadat de liberalen eerder wel zetels verloren in de peiling. GroenLinks onder druk Rutte hoopt op een snelle formatie vanwege de coronacrisis, zei hij deze week. Van der Wulp en Vullings zien dat hij daar al op voorsorteert. Het is opvallend hoe hij toenadering zoekt tot de SP, zegt Vullings. Het is een onderhandelingsmanoeuvre, denkt hij. De gesprekken bij de vorige formatie met GroenLinks liepen na een week of vijf vast. Rutte wil zo nu al druk zetten op GroenLinks. Jesse Klaver weet dat hij niet zomaar wordt uitgenodigd bij een formatie. In de podcast analyseren de twee met welke strategie n de lijsttrekkers de verkiezingsdebatten in gingen.",high,2021-03-01 00:00:00,2021-03-01 13:29:48,Het Financieele Dagblad,NOS nieuws,3290621,6290581,"Bedrijven, Centraal Planbureau CPB, PvdA, D66, CDA","Verkiezingscampagne, Mark Rutte, Joost Vullings, Van der Wulp, CDA, Gijs Rademaker, GroenLinks, Van der Wulp, SP, GroenLinks, GroenLinks, Jesse Klaver","['lastenverzwaringen', 'lastenverzwaring', 'doorrekeningen', 'bedrijfslasten', 'schrikbarend']","['onderhandelingsmanoeuvre', 'verkiezingsdebatten', 'desondanks', 'rtl', 'opiniepanel']"
