,Similarity_Score,Text1,Text2,Group,Date1,Date2,Publisher1,Publisher2,ID1,ID2,proper_nouns1,proper_nouns2,keywords1,keywords2,unit_id
287,0.73890257,"Vaccinatie-paspoort; Commentaar Hans van zon Beetje bij beetje maken politici de geesten rijp voor een digitaal vaccinatiepaspoort. Na de laatste Europese top liet de Duitse kanselier Angela Merkel al doorschemeren dat iedereen akkoord was met de invoering ervan. Voor de zomer zou het een feit kunnen zijn. Premier Mark Rutte reageerde nog terughoudend. Hij was niet tegen, maar vond een besluit erover te vroeg. In een online toespraak voor het partijcongres van D66 mengt nu ook lijsttrekker Sigrid Kaag zich in de discussie. Zij vindt het oneerlijk dat gevaccineerde mensen moeten wachten met leven totdat ook anderen zijn inge nt. Met een digitaal vaccinatiepaspoort op zak moeten zij kunnen genieten van herwonnen vrijheid. Dat er grote voordelen zitten aan de invoering, staat buiten kijf. Op internationaal vlak zou de houder ervan weer onbeperkt vluchten moeten kunnen maken. Het bezit van een paspoort kan in eigen land weer toegang geven tot winkelcentra, bioscopen, restaurants en bijvoorbeeld musea. Isra l, dat door zijn snelle vaccinatie internationaal vooroploopt en daardoor een proeftuin is voor het leven na vaccinatie, werkt al een week met een groen paspoort. h.vanzon@ad.","En toch is Rutte erbij in verkiezingsdebat van de nummers twee; aanloop 17 maart Niet de lijsttrekkers, maar de runners up van zes partijen kruisten zondagochtend de degens in het verkiezingsdebat van WNL op Zondag. De omroep die een vrolijk rechts geluid belooft, had zich voorgenomen er ook een vrolijk debat te maken, met ludieke introducties van de deelnemers CDA'er Pieter Omtzigt werd weer eens een pitbull genoemd en de kijker weet nu dat VVD-minister Tamara van Ark koekblikken spaart en een fragment van de Amerikaanse komiek Jerry Seinfeld, die grapte dat de nummers twee eigenlijk de eerste verliezers zijn. Desondanks werd het debat bij vlagen uiterst wrevelig. Deels kwam dit door diezelfde opzet van het programma, met zes partijen VVD, PVV, CDA, D66, PvdA en SP die om aandacht moesten vechten in een free for all. Voor veel meer dan een paar snedige oneliners was vaak geen tijd. Wacht effe, dit is geen spelshow, schoot Omtzigt uit zijn slof, nadat WNL-presentator Rick Nieman hem had gemaand niet te ver af te dwalen. Ik geloof dat het best lastig is, Renske, om mij uit te laten praten....",high,2021-03-01 00:00:00,2021-03-01 00:00:00,Algemeen Dagblad,De Volkskrant,3286195,3285230,"Commentaar, Hans van zon Beetje, Angela Merkel, Mark Rutte, D66, Sigrid Kaag, Isra l","WNL, CDA'er Pieter Omtzigt, Tamara van Ark, Jerry Seinfeld, Desondanks, VVD, PVV, CDA, D66, PvdA, SP, Rick Nieman, Renske","['vaccinatiepaspoort', 'gevaccineerde', 'herwonnen', 'europese', 'rutte']","['oneliners', 'ludieke', 'omtzigt', 'pitbull', 'snedige']",3286195_3285230
297,0.82992923,"Opstand begin van corona-uitbraak; Opstand begin van corona-uitbraak In de gevangenis van Ter Apel ging het goed mis. Volgens de FNV had het voorkomen kunnen worden. Foto ’s ANP/HH Volgens Sander Dekker heeft de PI Ter Apel zich niet aan de interne DJI-richtlijn gehouden. Veel kritiek op beleid gevangenis Ter Apel door Koen Nederlof TER APEL Een opstand in de gevangenis van Ter Apel lijkt het begin te zijn geweest van een corona-uitbraak waarbij bijna de helft van de gedetineerden en tientallen medewerkers ziek werden. Maar dat kon alleen gebeuren door een maandenlang beleid vol fouten, zeggen betrokkenen. En nog altijd maakt het personeel zich zorgen een nieuwe uitbraak ligt volgens hen op de loer. Door de uitbraak raakten bijna 200 mensen besmet, onder wie zo ’n 50 personeelsleden. De Telegraaf ploos uit hoe het zo mis kon gaan. De sleutel ligt bij een opstand op 3 januari, zegt Roy, een medewerker die onder een andere naam zijn verhaal doet. Die opstand werd vreedzaam be indigd, onder meer door het Intern Bijstands Team IBT. Vermoedelijk waarde het coronavirus toen al rond binnen de muren van de bajes, zegt Roy.","Baudet: corona niet bewust wereld in geslingerd; Het coronavirus is niet bewust de wereld in geslingerd . Dat zei Forum voor Democratie-voorman Thierry Baudet in het NOS Radio 1 Journaal, waar hij als eerste lijsttrekker te gast was in de verkiezingsreeks met interviews. Uit een peiling bleek afgelopen weekend dat ruim de helft van FvD-kiezers denkt dat het coronavirus bewust is ontwikkeld om burgers wereldwijd te onderdrukken. 51 procent denkt dat corona een biologisch wapen is dat in een laboratorium is gefabriceerd. Baudet deelt die opvatting dus niet, maar vindt het wel extreem toevallig dat het virus ontstaan is in de buurt van een Chinees laboratorium waar onderzoek werd gedaan naar virussen. Verder ziet Baudet dat corona gebruikt wordt door wereldleiders om maatregelen door te voeren op weg naar een wereldstaat. Het woord complot vindt hij in dat verband niet gek. Het wordt als scheldwoord gebruikt, maar betekent letterlijk dat er onderlinge afspraken gemaakt worden die je niet naar buiten brengt. Ingestonken Online beantwoordde Baudet in een live Q&A de vragen van kijkers. De FvD-leider zegt dat hij niet betoogt dat het virus niet bestaat. Hij noemt corona een stevige griep. Maar hij ontdekte dat corona niet het ebolavirus is.",high,2021-03-01 00:00:00,2021-03-01 10:34:06,De Telegraaf,NOS nieuws,3286378,6290556,"Opstand, Ter Apel, FNV, Sander Dekker, PI, Ter Apel, Koen Nederlof TER, APEL, Ter Apel, Telegraaf, Roy, IBT, Roy","Baudet, Forum voor Democratie-voorman Thierry Baudet, NOS, Radio 1 Journaal, FvD-kiezers, Baudet, Baudet, Baudet","['indigd', 'coronavirus', 'sander', 'bajes', 'anp']","['virussen', 'chinees', 'ebolavirus', 'ingestonken', 'coronavirus']",3286378_6290556
326,0.75851995,"Ook Texel begonnen met vaccineren; Als laatste Waddeneiland is ook Texel begonnen met vaccineren . In een sporthal in Den Burg kregen 300 mensen vandaag hun eerste prik, schrijft NH Nieuws. In deze vaccinatieronde krijgen alle Texelaars boven de 75 een prik, net als personeel in de ouderen- en gehandicaptenzorg. In totaal gaat het om zo'n 1400 mensen, die in vier dagen worden inge nt. Over vijf weken volgt de tweede prik voor de mensen die nu worden gevaccineerd.","Kaag (D66) wil meer vrijheden toestaan met vaccinatiebewijs; Kaag deed haar uitspraken zaterdagmiddag op een D66-congres in Veldhoven.,, Laten we als Nederland een voorbeeld nemen aan Isra l, waar gevaccineerde mensen weer toegang krijgen tot het maatschappelijk leven, zei ze.,, En geef degene die het vaccin nog niet heeft gehad dezelfde vrijheid met een negatieve test in de achterzak. Kaag,, Er lijkt bijna een taboe te liggen op het woord vaccinatiebewijs. Maar toch is dat precies wat we nodig zullen hebben. Een moderne versie van, wie kent het niet, het gele boekje. Uiteraard met de garantie van tijdelijkheid, privacyvoorwaarden en het liefst op Europees niveau. Ook wil Kaag dat de overheid gratis snel- en zelftesten verstrekt. ,, We kunnen het leven veilig weer op gang brengen voor al die jongeren en volwassenen die nog niet aan de beurt zijn geweest. Met gratis snel- en zelftesten kunnen hogescholen, universiteiten, sportstadions, restaurants, caf s en winkels weer opengaan. Dit moet volgens Kaag gebeuren als het vaccinatietempo op orde is. De Europese Commissie komt in maart met voorstellen voor een vaccinatiecertificaat.",high,2021-02-27 17:37:33,2021-03-01 00:00:00,NOS liveblog,Algemeen Dagblad,3287533,3286178,NH,"D66, Laten, Isra, Europese Commissie","['gevaccineerd', 'vaccineren', 'waddeneiland', 'gehandicaptenzorg', 'texelaars']","['gevaccineerde', 'vaccinatiebewijs', 'zelftesten', 'sportstadions', 'vaccinatiecertificaat']",3287533_3286178
333,0.8229749,"FvD'ers houden afstand in Oss, maar ondernemers voelen toch ongemak; Forum voor Democratie-leider Baudet hield vanochtend een verkiezingsbijeenkomst in Oss en haalde daar zoals vaker hard uit naar het coronabeleid van het kabinet. Waar het in Urk mis leek te gaan en Baudet en zijn aanhangers zich niet aan de coronaregels hielden, bleven de zo'n 150 aanwezigen nu op voldoende afstand van elkaar. Ook al zijn verkiezingsmanifestaties toegestaan, burgemeester Wobine Buijs-Glaudemans van Oss houdt toch een ongemakkelijk gevoel over aan de bijeenkomst. De uitbundigheid van de manifestatie voelt niet goed in relatie tot onze dagelijkse covid-werkelijkheid, zegt ze tegen Omroep Brabant. Het voelt als een dikke middelvinger naar de ondernemers, reageert Wouter Weeberg van het centrummanagement Oss. Het is gewoon een klein evenement en als dat dan op anderhalve meter met lijnen en kruizen toch mag, waarom mogen horecazaken dan niet de terrassen buiten hebben staan op voldoende afstand? Baudet trok al snel weer door. In de middag stond zijn verkiezingskaravaan in Den Bosch.","Precies een jaar sinds de eerste positieve test: zo begon de crisis; Nederland leeft zaterdag al precies een jaar met het coronavirus . Op 27 februari 2020 maakt toenmalig minister Bruno Bruins Medische Zorg bekend dat voor het eerst een besmetting is geconstateerd. De pati nt is niet heel ziek, maar uit voorzorg opgenomen in het ziekenhuis in Tilburg. Een terugblik op het begin van de crisis die daarna losbarstte. De Nederlandse overheid gaat er begin 2020 nog van uit dat SARS-CoV-2 de offici le naam van het virus helemaal niet zo gevaarlijk is. Het harde ingrijpen van de Chinese autoriteiten in Wuhan, waar de eerste grote uitbraak was, wordt in het westen vaak in verband gebracht met de autoritaire regeerstijl van de Chinese communistische partij. Niet zo heel besmettelijk Geruststellende woorden overheersen. Zo meldt het RIVM eind januari De ziekte lijkt, met wat er nu bekend is, niet zo heel besmettelijk. Halverwege februari brengt het instituut een kort filmpje naar buiten waarin het uitlegt waarom we ons geen zorgen hoeven te maken over COVID-19. Een dag voordat het nieuws over de eerste pati nt naar buiten komt, benadrukt ook de GGD dat paniek niet nodig is. Dat wordt echter pas maanden later duidelijk.",high,2021-02-27 15:58:15,2021-02-27 17:37:46,NOS liveblog,NU.nl,3287536,3288528,"Baudet, Baudet, Wobine Buijs-Glaudemans van Oss, Wouter Weeberg, Baudet","Bruno Bruins, Medische Zorg, Chinese communistische partij, RIVM, GGD","['verkiezingsmanifestaties', 'verkiezingskaravaan', 'verkiezingsbijeenkomst', 'glaudemans', 'baudet']","['meldt', 'chinese', 'bruno', 'coronavirus', 'losbarstte']",3287536_3288528
339,0.8050216,"Precies een jaar sinds de eerste positieve test: zo begon de crisis; Nederland leeft zaterdag al precies een jaar met het coronavirus . Op 27 februari 2020 maakt toenmalig minister Bruno Bruins Medische Zorg bekend dat voor het eerst een besmetting is geconstateerd. De pati nt is niet heel ziek, maar uit voorzorg opgenomen in het ziekenhuis in Tilburg. Een terugblik op het begin van de crisis die daarna losbarstte. De Nederlandse overheid gaat er begin 2020 nog van uit dat SARS-CoV-2 de offici le naam van het virus helemaal niet zo gevaarlijk is. Het harde ingrijpen van de Chinese autoriteiten in Wuhan, waar de eerste grote uitbraak was, wordt in het westen vaak in verband gebracht met de autoritaire regeerstijl van de Chinese communistische partij. Niet zo heel besmettelijk Geruststellende woorden overheersen. Zo meldt het RIVM eind januari De ziekte lijkt, met wat er nu bekend is, niet zo heel besmettelijk. Halverwege februari brengt het instituut een kort filmpje naar buiten waarin het uitlegt waarom we ons geen zorgen hoeven te maken over COVID-19. Een dag voordat het nieuws over de eerste pati nt naar buiten komt, benadrukt ook de GGD dat paniek niet nodig is. Dat wordt echter pas maanden later duidelijk.","Kabinet spreekt alsnog waardering uit voor Stay Behind-verzetsgroep; Nazaten van drie oud-leden van de organisatie uitten in 2017 in de Volkskrant hun frustratie over het gebrek aan openheid en erkenning van de regering. Het geheime werk van hun vaders had voor veel spanning en vragen gezorgd. Zij verenigden zich, verzochten om het openen van archieven en spraken in december met minister Ank Bijleveld van Defensie. Demissionair premier Mark Rutte en Bijleveld spreken nu namens het kabinet erkentelijkheid en grote waardering uit voor de oud-leden en hun nabestaanden. Gedurende de vele jaren dat zij deel uitmaakten van de Stay Behind-organisatie hebben de leden zich, vanuit een hoge mate van vaderlandsliefde, voor een deel belangeloos en uiterst consci ntieus en professioneel op hun verantwoordelijke en moeilijke taak voorbereid in het belang van ons koninkrijk. Dit heeft in meerdere gezinnen aanzienlijke spanningen teweeggebracht en beperkingen opgelegd in de familie- en persoonlijke levenssfeer. De inzet verdient de allerhoogste waardering, schrijven Bijleveld en Rutte. Het is voor het eerst dat de Nederlandse regering publiekelijk de Stay Behind-organisatie prijst. Eerste stap Onder hen Peter Vermeulen schuilnaam en Gerard Pelt, die van 1953 tot 1983 hoofd sabotage was.",high,2021-02-27 17:37:46,2021-03-01 00:00:00,NU.nl,De Volkskrant,3288528,3285240,"Bruno Bruins, Medische Zorg, Chinese communistische partij, RIVM, GGD","Mark Rutte, Peter Vermeulen, Gerard Pelt","['meldt', 'chinese', 'bruno', 'coronavirus', 'losbarstte']","['nazaten', 'vaderlandsliefde', 'alsnog', 'verzetsgroep', 'gerard']",3288528_3285240
342,0.7506708,"Het geld van de gemeenten raakt op, en dat gaat iedereen merken; Gemeentefinanci n Slechts twaalf gemeenten staan onder curatele, maar uit 336 toezichtbrieven blijkt dat vrijwel alle gemeenten financi le problemen hebben.,Wat is het nieuws? 120 van de 355 gemeenten hebben geen sluitende begroting voor 2021 kunnen maken. Vrijwel alle andere gemeenten hebben moeten bezuinigen of de lasten moeten verhogen om tot 2024 sluitende begrotingen te maken. 12 gemeenten staan onder curatele van de provincie. Maar dat cijfer verhult volgens provinciale en gemeentelijke politici de problemen van veel lokale overheden. Provincies waarschuwen dat gemeenten extra kosten moeten maken vanwege de coronacrisis. Ook voor nieuw beleid zoals het klimaatakkoord hebben gemeenten geld nodig. Lees het volledige nieuwsbericht Derde van gemeenten in geldnood Speeltuinen, bibliotheken, zwembaden, de muziekschool en het enige theater in de regio. Johan Hamster, wethouder Financi n ChristenUnie van Stadskanaal, bezuinigt al tien jaar op alles wat los en vast zit. Ook over de eigen ambtenaren en het welzijnswerk is de kaasschaaf gegaan, vertelt hij. Alleen door de lasten voor inwoners te verzwaren, lukte het de gemeente voorzieningen open te houden. Tot dit jaar. Het ging de gemeenteraad te ver.","CPB-doorrekening: risico op maken van uitglijer groter dan stemmenwinst; Is de invloed van het CPB, een overheidsinstelling, op het politieke proces door de doorrekeningen niet te groot geworden? Jean Dohmen Amsterdam Vandaag zijn ze er weer de doorrekeningen van de partijprogramma's door het Centraal Planbureau. Extra stemmen leveren ze niet op, wel een betrouwbaar imago, zegt onderzoeker Wimar Bolhuis. Het is, naast de grote debatten, een van de spannende momenten in de verkiezingscampagne de doorrekening van de partijprogramma's door het Centraal Planbureau CPB. Dat geeft vandaag aan de hand van berekeningen antwoord op harde economische vragen als welke partijen cre ren banen, wie verhoogt de lasten, welk programma pakt het beste uit voor de koopkracht? Het Planbureau voor de Leefomgeving doet, zij het minder lang dan het CPB, een vergelijkbare exercitie, maar dan over de impact op onder meer het klimaat. Niet alle partijen laten hun plannen doorrekenen. Het CPB vertelt ook niet vooraf wie wel en niet meedoet. Deelname is vrijwillig, benadrukt Wimar Bolhuis, universitair docent in Leiden en auteur van een proefschrift over de doorrekeningen van partijprogramma's door het CPB. Dat klopt.",high,2021-03-01 00:00:00,2021-03-01 00:00:00,NRC Handelsblad,Het Financieele Dagblad,3285637,3290566,"Gemeentefinanci n Slechts, Johan Hamster, Financi","Is de invloed, CPB, Jean Dohmen, Centraal Planbureau, Wimar Bolhuis, Centraal Planbureau CPB, CPB, CPB, Wimar Bolhuis, CPB","['welzijnswerk', 'bezuinigt', '2024', 'zit', 'verhult']","['doorrekeningen', 'uitglijer', 'berekeningen', 'amsterdam', 'leefomgeving']",3285637_3290566
343,0.7157484,"Dode en gewonde door zuurstofexplosie corona-afdeling Oekraïne; In een ziekenhuis in Tsjernivtsi, in het westen van Oekra ne, zijn op de corona-afdeling een dode en een gewonde gevallen door een explosie. Een zuurstofleiding ontplofte, waarna er brand ontstond. Twintig mensen konden op tijd worden ge vacueerd. Het is het tweede soortgelijke incident in korte tijd in Oekra ne. Begin deze maand overleden een dokter en drie pati nten in Zaporizja, in het zuidoosten van Oekra ne, nadat er brand was ontstaan op een IC door een zuurstoflek.","Scholen vragen zich af: waar blijven de sneltests?; Met de opening van de basisscholen drie weken geleden zouden ook sneltests beschikbaar komen voor de veiligheid van het personeel. Maar waar blijven ze? CNV Onderwijs vindt dat scholen aan het lijntje worden gehouden. Vandaag beginnen pilots op basisscholen met sneltests, maar het gaat nog maanden duren voor de resultaten daarvan beschikbaar zijn. In december werden deze tests ons al beloofd, zegt een woordvoerder van de vakbond. In dit tempo wordt het niks. De tijd tikt door. Zeker nu vorige week bekend werd dat op basisschool Oostelijke Eilanden in Amsterdam 40 leerlingen en 12 medewerkers besmet raakten, en dat het hierbij vooral kleuters en hun leerkrachten betrof, neemt de onrust op basisscholen toe. Kleuters werden als de meest risicoloze leerlingen beschouwd als het gaat om coronabesmettingen. Zij mochten aanvankelijk zelfs met snottebellen naar school komen. Of de Amsterdamse leerlingen besmet zijn met de meer besmettelijke Britse variant is nog niet bekend. Behalve CNV Onderwijs vinden ook lerarenvakbond AOb en de Algemene Vereniging Schoolleiders AVS dat er nu echt tempo gemaakt moet worden met gewone en kindvriendelijke sneltesten, maar ook met vaccinatie van leerkrachten.",high,2021-02-27 22:39:37,2021-03-01 00:00:00,NOS liveblog,Trouw,3287529,3285335,"Oekra, Twintig, Oekra","CNV, Kleuters, CNV, AOb, Algemene Vereniging Schoolleiders AVS","['tsjernivtsi', 'zaporizja', 'zuurstofexplosie', 'oekraïne', 'zuurstofleiding']","['sneltesten', 'sneltests', 'amsterdamse', 'schoolleiders', 'snottebellen']",3287529_3285335
349,0.7807863,"Kabinet spreekt alsnog waardering uit voor Stay Behind-verzetsgroep; Nazaten van drie oud-leden van de organisatie uitten in 2017 in de Volkskrant hun frustratie over het gebrek aan openheid en erkenning van de regering. Het geheime werk van hun vaders had voor veel spanning en vragen gezorgd. Zij verenigden zich, verzochten om het openen van archieven en spraken in december met minister Ank Bijleveld van Defensie. Demissionair premier Mark Rutte en Bijleveld spreken nu namens het kabinet erkentelijkheid en grote waardering uit voor de oud-leden en hun nabestaanden. Gedurende de vele jaren dat zij deel uitmaakten van de Stay Behind-organisatie hebben de leden zich, vanuit een hoge mate van vaderlandsliefde, voor een deel belangeloos en uiterst consci ntieus en professioneel op hun verantwoordelijke en moeilijke taak voorbereid in het belang van ons koninkrijk. Dit heeft in meerdere gezinnen aanzienlijke spanningen teweeggebracht en beperkingen opgelegd in de familie- en persoonlijke levenssfeer. De inzet verdient de allerhoogste waardering, schrijven Bijleveld en Rutte. Het is voor het eerst dat de Nederlandse regering publiekelijk de Stay Behind-organisatie prijst. Eerste stap Onder hen Peter Vermeulen schuilnaam en Gerard Pelt, die van 1953 tot 1983 hoofd sabotage was.","De Jonge: lijsttrekkers moeten in campagne behoedzaam zijn over corona; Minister de Jonge van Volksgezondheid vindt het logisch dat lijsttrekkers in de verkiezingscampagne spreken over wat ze graag zouden willen aan versoepelingen, maar hij vindt ook dat ze wel behoedzaam moeten zijn. Qua besmettingscijfers is de situatie nog steeds zorgelijk en er kan nu weinig, benadrukt De Jonge. Partijgenoot en CDA-lijsttrekker Hoekstra zei gisteren in het RTL-debat dat hij eerlijk moet zijn en dat het nu niet kan, maar dat hij hoopt dat de terrassen snel open kunnen. Het is logisch dat te hopen, zei De Jonge, maar zo snel als mogelijk is niet vandaag of morgen. Zo zijn er zorgen over de situatie in de kop van Noord-Holland waar erg veel pati nten zijn. In n regio code zwart ligt niet voor de hand, we moeten de pati nten goed tussen de regio's verdelen, zegt De Jonge. Maar we met moeten met zijn allen wel code zwart voorkomen.",high,2021-03-01 00:00:00,2021-03-01 14:33:22,De Volkskrant,NOS liveblog,3285240,6290505,"Mark Rutte, Peter Vermeulen, Gerard Pelt",Jonge van Volksgezondheid,"['nazaten', 'vaderlandsliefde', 'alsnog', 'verzetsgroep', 'gerard']","['besmettingscijfers', 'rtl', 'holland', 'versoepelingen', 'pati']",3285240_6290505
358,0.7555709,"Haagse plannen: hoe de politiek de volgende pandemie bestrijdt; Al een jaar staat alles in het teken van de coronacrisis en dat zal nog wel een tijdje zo blijven, niet in de laatste plaats voor politiek Den Haag. Toch bereiden partijen zich ondertussen ook al voor op de volgende virusuitbraak, als je de verkiezingsprogramma's mag geloven. Bijna alle dertien zittende partijen zeggen dat ze lessen willen trekken uit deze crisis om een volgende pandemie beter te bestrijden. De meeste aandacht gaat uit naar de bestrijding van de gevolgen van een uitbraak. De politiek is de chaotische taferelen van het voorjaar rond beschermingsmiddelen niet vergeten. Niet verwonderlijk, want een rits Tweede Kamerdebatten stond toen in het teken van mondkapjes, handschoenen en schorten voor zorgmedewerkers. Later kwamen daar de strubbelingen over testvloeistof en de testwattenstaafjes ook nog bij. Zwendel en woekerprijzen Dat nooit meer, is het idee. Veel partijen willen een strategische reserve, noodcapaciteit of ijzeren voorraad aanleggen van hulpmiddelen. Wie de spullen moet verzamelen, daarover lopen de meningen uiteen. Ook onder meer VVD en SP mikken erop de binnenlandse pakhuizen te vullen. Hiervoor wenden meerdere partijen hun blik naar Brussel.","Opstand begin van corona-uitbraak; Opstand begin van corona-uitbraak In de gevangenis van Ter Apel ging het goed mis. Volgens de FNV had het voorkomen kunnen worden. Foto ’s ANP/HH Volgens Sander Dekker heeft de PI Ter Apel zich niet aan de interne DJI-richtlijn gehouden. Veel kritiek op beleid gevangenis Ter Apel door Koen Nederlof TER APEL Een opstand in de gevangenis van Ter Apel lijkt het begin te zijn geweest van een corona-uitbraak waarbij bijna de helft van de gedetineerden en tientallen medewerkers ziek werden. Maar dat kon alleen gebeuren door een maandenlang beleid vol fouten, zeggen betrokkenen. En nog altijd maakt het personeel zich zorgen een nieuwe uitbraak ligt volgens hen op de loer. Door de uitbraak raakten bijna 200 mensen besmet, onder wie zo ’n 50 personeelsleden. De Telegraaf ploos uit hoe het zo mis kon gaan. De sleutel ligt bij een opstand op 3 januari, zegt Roy, een medewerker die onder een andere naam zijn verhaal doet. Die opstand werd vreedzaam be indigd, onder meer door het Intern Bijstands Team IBT. Vermoedelijk waarde het coronavirus toen al rond binnen de muren van de bajes, zegt Roy.",high,2021-02-28 06:52:07,2021-03-01 00:00:00,NOS nieuws,De Telegraaf,3287522,3286378,"Al, VVD, SP","Opstand, Ter Apel, FNV, Sander Dekker, PI, Ter Apel, Koen Nederlof TER, APEL, Ter Apel, Telegraaf, Roy, IBT, Roy","['testwattenstaafjes', 'strubbelingen', 'mondkapjes', 'testvloeistof', 'kamerdebatten']","['indigd', 'coronavirus', 'sander', 'bajes', 'anp']",3287522_3286378
367,0.81500995,"Derde van gemeenten in geldnood; Gemeentefinanci n De provincies constateren dat vrijwel alle gemeenten financi le tekorten hebben. , Bijna n op de drie gemeenten lukte het niet voor 2021 een sluitende begroting te maken. In totaal gaat het om 120 gemeenten die dit jaar hun begroting niet rond krijgen. De overige 216 gemeenten hebben vrijwel zonder uitzondering stevige beleidskeuzes moeten maken, fors moeten bezuinigen, hun reserves moeten aanspreken of de lasten voor de inwoners moeten verhogen om hun begrotingen tot 2024 sluitend te krijgen. Dat blijkt uit onderzoek van NRC van alle 336 toezichtbrieven die de provincies sturen in antwoord op de door de gemeenten ingediende begrotingen. Lees ook het achtergrondverhaal Het geld van de gemeenten raakt op, en dat gaat iedereen merken Negentien gemeenten werden niet meegeteld, omdat zij net zijn gefuseerd of dat komend jaar zullen doen. Twaalf van de 336 gemeenten staan onder curatele van de provincie, drie meer dan vorig jaar. Zij konden tot 2024 geen enkel begrotingsjaar sluitend krijgen en moeten de komende maanden een herstelplan inleveren. Maar het getal van twaalf maskeert het probleem, zegt Floor Vermeulen, gedeputeerde in Zuid-Holland Financi n, VVD.","'Woningtekort niet opgelost met deze verkiezingsprogramma's'; De plannen voor de woningmarkt van meerdere politieke partijen verschillen maar weinig en lossen het woningtekort niet op. Dat concludeert het Planbureau voor de Leefomgeving PBL in zijn doorrekeningen van de partijprogramma's voor de komende verkiezingen. Het wijst erop dat experts vanuit allerlei hoeken erop wijzen dat er geen silver bullet is die het probleem oplost. Het PBL keek dit jaar voor het eerst naar de plannen voor de woningmarkt, een belangrijk thema deze verkiezingen. Er blijken weinig verschillen te zijn in de maatregelen die de zes onderzochte partijen voorstellen. Bovendien zal er met de voorstellen aan het einde van de komende kabinetsperiode nog altijd een woningtekort zijn, constateert het Planbureau. Volgens het PBL sluiten veel voorstellen voor de woningmarkt aan bij het huidige beleid of zijn ze al beleid. Ze vormen geen trendbreuk met het verleden. Sommige partijen willen een aparte minister die geheel verantwoordelijk is voor het woningaanbod, maar wat die minister anders moet gaan doen dan nu blijft onduidelijk Vooralsnog kan eigenlijk alles wat de partijen wensen, ook binnen de bestaande kaders worden gerealiseerd daar is geen aparte minister voor nodig.",high,2021-03-01 00:00:00,2021-03-01 10:59:13,NRC Handelsblad,NOS nieuws,3285615,6290555,"Gemeentefinanci n, NRC, Negentien, Financi n, VVD","Planbureau voor de Leefomgeving, PBL, PBL, Planbureau, PBL, Vooralsnog","['begrotingsjaar', 'beleidskeuzes', 'meegeteld', '2024', 'gemeentefinanci']","['doorrekeningen', 'woningaanbod', 'verkiezingsprogramma', 'leefomgeving', 'woningtekort']",3285615_6290555
368,0.7371545,"Economen: hogere belastingen jagen bedrijven weg; De plannen van politieke partijen om de lasten van bedrijven te verhogen komen niet uit de lucht vallen. Maar zonder risico zijn ze niet hogere belastingen maken Nederland minder aantrekkelijk als vestigingsplaats, waarschuwen hoogleraren. Nederland stond altijd hoog in lijstjes als het ging om concurrentievermogen. Daar waren meer redenen voor, maar het fiscale klimaat speelde zeker een rol. Als je daaraan morrelt weet je dat het vestigingsklimaat verslechtert, zegt hoogleraar economie Jakob de Haan van de Rijksuniversiteit Groningen. Effect negatief De Haan Als zelfs een ondernemerspartij als de VVD voor hogere lasten voor bedrijven is, dan weet je wat een volgende coalitie gaat doen. Als je meer geld wilt uitgeven als partij, kan ik me wel voorstellen dat je hiernaar kijkt. Maar ik maak me zorgen over de mate waarin de belastingen straks stijgen. Dat het effect negatief is, staat vast. Uit de maandag gepresenteerde doorrekening blijkt dat alle partijen die hun verkiezingsplannen aan het Centraal Planbureau voorlegden, hogere lasten voor bedrijven willen. De VVD met € 3,6 mrd het minst, de PvdA met € 42 mrd het meest.","kruiswoordtest 5898; Horizontaal 1deze Europeanen boeken massaal mediterrane vakanties na 17 mei, meldde Trouw vorige week 7 5hoeveel spelers blijven er over als een voetbalelftal waarvan de oudste drie 27 zijn, buiten gaat sporten? 4 10voor welk horlogemerk maakt Roger Federer voor miljoenen euro's per jaar reclame? 5 11zeerovers leiders van een partij die zeggen dat ze socialer zijn dan de SP en liberaler dan de VVD 7 12godin van de wraak of, figuurlijk, de wrekende gerechtigheid 7, anagram van nee, miss 14minister aan wie Nederland de Mammoetwet dankt 4 16verbeterde of geactualiseerde versie leenwoord uit het Engels, 6 18couplet, strofe achtregelig, met rijmschema abababcc 6, anagr. Ans zat 20..... et avoir, Franse film uit 2002 over een dorpsschooltje 4 21onderzoek van 't parlement, naar 't toeslagenschandaal bijvoorbeeld 7 24begraafplaats taalkundige die op YouTube zeventiende-eeuws Hollands laat horen 7 25taal van de band Altin G n die de oprichter ervan zelf niet verstaat 5 27leesteken dat in krantenkoppen meestal ontbreekt 4 28hoe oud worden Serena Williams en Roger Federer dit jaar? 7. Connie Breukhoven 5 23(1 prik tegen 4 ziekten afk. Oplossing 5897.",high,2021-03-01 00:00:00,2021-03-01 00:00:00,Het Financieele Dagblad,Trouw,3290606,3285386,"Economen, Jakob de Haan, VVD, Centraal Planbureau voorlegden, VVD","Roger Federer voor miljoenen, SP, VVD, 18couplet, Altin G, Serena Williams, Roger Federer, Connie Breukhoven","['verslechtert', 'vestigingsklimaat', 'verkiezingsplannen', 'mrd', 'jakob']","['europeanen', 'geactualiseerde', 'anagr', 'williams', '11zeerovers']",3290606_3285386
